,loss,acc,val_loss,val_acc
0,0.30603140592575073,0.8880000114440918,0.08756021410226822,0.9670000076293945
1,0.18582892417907715,0.9279999732971191,0.06890594214200974,0.9769999980926514
2,0.17047762870788574,0.9355000257492065,0.10170243680477142,0.9639999866485596
3,0.17005792260169983,0.9334999918937683,0.09891337901353836,0.968999981880188
4,0.1442335993051529,0.9445000290870667,0.05912839621305466,0.9810000061988831
5,0.146303191781044,0.9449999928474426,0.08716820925474167,0.9700000286102295
6,0.12820053100585938,0.9484999775886536,0.07325997203588486,0.9760000109672546
7,0.12645813822746277,0.9520000219345093,0.05036945268511772,0.9819999933242798
8,0.14128248393535614,0.9430000185966492,0.059221647679805756,0.9779999852180481
9,0.10981034487485886,0.9539999961853027,0.05879386514425278,0.9789999723434448
10,0.11796838045120239,0.9564999938011169,0.05265048146247864,0.9800000190734863
11,0.10820264369249344,0.9589999914169312,0.05909489467740059,0.9779999852180481
12,0.09973978996276855,0.9580000042915344,0.08298024535179138,0.9710000157356262
13,0.10776691883802414,0.9610000252723694,0.06730392575263977,0.9779999852180481
14,0.11562930047512054,0.9545000195503235,0.05335360765457153,0.9829999804496765
15,0.10233733057975769,0.9599999785423279,0.06847862154245377,0.9779999852180481
16,0.10742471367120743,0.9570000171661377,0.07296352833509445,0.9739999771118164
17,0.10324236005544662,0.9620000123977661,0.06209922581911087,0.9789999723434448
18,0.09465925395488739,0.9614999890327454,0.07295536994934082,0.9750000238418579
19,0.10126964002847672,0.9624999761581421,0.05512305349111557,0.984000027179718
20,0.09733129292726517,0.9649999737739563,0.05272188410162926,0.9810000061988831
21,0.08438261598348618,0.9714999794960022,0.06448060274124146,0.9779999852180481
22,0.08725661784410477,0.968999981880188,0.07597666233778,0.9739999771118164
23,0.11097182333469391,0.9539999961853027,0.06906857341527939,0.9779999852180481
24,0.08778911083936691,0.9660000205039978,0.06977643072605133,0.9779999852180481
25,0.09999594837427139,0.9599999785423279,0.061081357300281525,0.9810000061988831
26,0.09847941994667053,0.9559999704360962,0.06272611021995544,0.9779999852180481
27,0.09966442734003067,0.9614999890327454,0.0653667002916336,0.9769999980926514
28,0.09126289188861847,0.9700000286102295,0.052946142852306366,0.9800000190734863
29,0.08146494626998901,0.9695000052452087,0.05871633067727089,0.9800000190734863
